"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0127109164409696,24,93,2.03612903225806,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," ADCY1  MAP3K2  ADCY2  ADCY9  HBEGF  EGFR  ELK1  PLA2G4D  MAP3K3  MMP2  NRAS  PLA2G4A  PLD2  PRKCA  PRKCD  MAPK9  MAPK10  MAPK13  MAP2K6  RAF1  CACNA1D  CACNA1F  CAMK2B  CALML4"
0.0127109164409696,42,197,1.68213197969543,"Path:hsa05207 Chemical carcinogenesis-receptor activation","http://www.genome.jp/kegg-bin/show_pathway?hsa05207 "," ADCY1  ADCY2  CHRNB4  ADCY9  CREB1  CYP1B1  EGFR  EIF4EBP1  AKT1  ESR1  ESR2  FGF6  FGF20  GNAI1  GNAI2  GNAI3  XIAP  KPNA1  KPNA4  MGST2  NRAS  UGT1A10  UGT1A8  UGT1A7  UGT1A6  UGT1A9  UGT1A4  UGT1A1  PAQR5  PRKCA  RAF1  BCL2  BCL6  CREB3L2  VEGFA  CACNA1D  CACNA1F  FGF18  FGF17  FGF16  CREB5  CDC25A"
0.020411212153311,66,354,1.47101694915254,"Path:hsa04151 PI3K-Akt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04151 "," LPAR6  CDK6  GNB5  CHAD  COL1A1  COL1A2  COL4A1  COL4A4  COL6A3  CREB1  CSF1R  EFNA5  EGFR  EIF4E  EIF4EBP1  ERBB4  AKT1  FGF6  FGFR4  FOXO3  FLT1  PHLPP1  FN1  FGF20  GNB3  ANGPT2  GSK3B  IBSP  IGF1  IGF1R  IL2RG  IL3  ITGA3  ITGB5  ITGB6  LAMB1  MDM2  MET  MYB  NRAS  NTRK2  PDGFA  PGF  PPP2R2A  PPP2R2B  PPP2R5E  PRKCA  PDGFC  RELN  RPTOR  RAF1  RBL2  BCL2  RHEB  SGK1  CREB3L2  THBS2  VEGFA  FGF23  IKBKG  FGF18  FGF17  FGF16  EIF4E2  CREB5  MAGI2"
0.0221909274938564,47,235,1.578,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 "," RASA4B  GNB5  RASSF1  CSF1R  EFNA5  EGFR  ELK1  AKT1  FGF6  FGFR4  FLT1  GAB1  FGF20  LAT  GNB3  PLA2G4D  ANGPT2  GRIN2B  IGF1  IGF1R  ARF6  MET  AFDN  NRAS  NTRK2  PAK3  PDGFA  PGF  PLA2G4A  PLD2  EXOC2  PRKCA  MAPK9  MAPK10  PDGFC  RAB5A  RAF1  RAP1B  RASGRF1  VEGFA  FGF23  IKBKG  FGF18  FGF17  FGF16  CALML4  RAPGEF5"
0.0221909274938564,62,331,1.47788519637462,"Path:hsa05165 Human papillomavirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05165 "," CDK6  TADA3  CHAD  CHD4  COL1A1  COL1A2  COL4A1  COL4A4  COL6A3  CREB1  CREBBP  CSNK1A1  DLG3  EGFR  EIF4EBP1  AKT1  FOXO1  FN1  ATP6V0A2  GSK3B  HDAC2  IBSP  RBPJ  IRF1  ITGA3  ITGB5  ITGB6  LAMB1  LLGL2  MDM2  NRAS  ATP6V1H  ATP6V1A  ATP6V0C  PKM  ATP6AP1  ATR  PPP2R2A  PPP2R2B  PPP2R5E  HES6  PRKCI  RELN  PSEN1  PXN  RAF1  RBL2  RHEB  PALS1  CREB3L2  TCF7  TERT  THBS2  TLR3  TNFRSF1A  VEGFA  WNT7A  CASP3  CASP8  IKBKG  ATP6V0D1  CREB5"
0.0247015275649153,41,200,1.61745,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," CHAD  COL1A1  COL1A2  COL4A1  COL4A4  COL6A3  DIAPH1  EGFR  ELK1  AKT1  FLT1  FN1  GSK3B  XIAP  IBSP  IGF1  IGF1R  ITGA3  ITGB5  ITGB6  LAMB1  ARHGAP5  MET  MYLK  PAK3  PDGFA  PGF  PRKCA  MAPK9  MAPK10  PDGFC  RELN  PXN  RAF1  RAP1B  RASGRF1  BCL2  ACTB  BRAF  THBS2  VEGFA"
0.0247015275649153,22,89,1.95033707865169,"Path:hsa04727 GABAergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04727 "," GNB5  ADCY1  ADCY2  ADCY9  ABAT  GABRA1  GABRB2  GABRE  GABRG2  GAD1  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  PRKCA  GABRQ  SLC6A1  TRAK2  CACNA1D  CACNA1F  SLC38A5"
0.0247015275649153,24,100,1.8936,"Path:hsa04933 AGE-RAGE signaling pathway in diabetic complications","http://www.genome.jp/kegg-bin/show_pathway?hsa04933 "," COL1A1  COL1A2  COL4A1  COL4A4  CYBB  DIAPH1  AKT1  FOXO1  FN1  SMAD2  SMAD3  MMP2  NRAS  SERPINE1  PIM1  PRKCA  PRKCD  MAPK9  MAPK10  MAPK13  BCL2  VEGFA  CASP3  PLCD4"
0.0247015275649153,19,72,2.08208333333333,"Path:hsa05218 Melanoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05218 "," CDK6  EGFR  AKT1  FGF6  FGF20  IGF1  IGF1R  ARAF  MDM2  MET  NRAS  PDGFA  PDGFC  RAF1  BRAF  FGF23  FGF18  FGF17  FGF16"
0.0250670448429659,44,221,1.57085972850679,"Path:hsa04024 cAMP signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04024 "," HCN4  ABCC4  ADCY1  ADCY2  CFTR  RAPGEF4  ADCY9  CNGA2  CREB1  CREBBP  DRD1  EDNRA  AKT1  ATP1B4  GNAI1  GNAI2  GNAI3  GRIA2  GRIA3  GRIN2B  HTR1B  HTR4  AFDN  ATP1B2  NPY1R  ATP2A3  ATP2B2  ACOX1  PDE3A  GHRL  PLD2  MAPK9  MAPK10  RAF1  RAP1B  HHIP  CREB3L2  BRAF  SSTR1  CACNA1D  CACNA1F  CAMK4  CAMK2B  CALML4"
0.0350979688006065,23,98,1.85173469387755,"Path:hsa04750 Inflammatory mediator regulation of TRP channels","http://www.genome.jp/kegg-bin/show_pathway?hsa04750 "," ADCY1  ADCY2  ADCY9  TRPV3  PLA2G4D  HRH1  HTR2C  IGF1  IL1RAP  PLA2G4A  ASIC4  PRKCA  PRKCD  PRKCH  MAPK9  MAPK10  MAPK13  MAP2K6  TRPV1  TRPM8  CAMK2B  TRPA1  CALML4"
0.0350979688006065,27,121,1.76057851239669,"Path:hsa04919 Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04919 "," NCOA2  MED12L  SLC16A10  CREBBP  DIO2  AKT1  ESR1  FOXO1  MED13L  ATP1B4  SIN3A  GSK3B  HDAC2  HIF1A  MDM2  ATP1B2  ATP2A3  NRAS  PRKCA  RAF1  ACTB  RHEB  BMP4  THRB  PLCD4  TBC1D4  MED12"
0.0382238053870413,46,240,1.51225,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 "," TRDN  ADCY1  ADCY2  CHRM5  ADCY9  ADRA1A  DRD1  EDNRA  EGFR  ERBB4  FGF6  FGFR4  FLT1  FGF20  HRH1  HRH2  HTR2C  HTR4  HTR5A  MET  ASPH  MYLK  ATP2A3  ATP2B2  NTRK2  NTRK3  P2RX4  PDGFA  TPCN1  PPP3CA  PRKCA  PDGFC  VDAC1  VEGFA  CACNA1D  CACNA1F  ORAI2  FGF23  CAMK4  CAMK2B  PLCD4  FGF18  FGF17  FGF16  CACNA1G  CALML4"
0.0410188487853797,13,45,2.27933333333333,"Path:hsa02010 ABC transporters","http://www.genome.jp/kegg-bin/show_pathway?hsa02010 "," ABCC4  ABCA9  CFTR  ABCB8  ABCA3  ABCB7  ABCB9  ABCA6  ABCA5  ABCA12  ABCB5  ABCB4  ABCC3"
0.0410188487853797,30,142,1.6669014084507,"Path:hsa04120 Ubiquitin mediated proteolysis","http://www.genome.jp/kegg-bin/show_pathway?hsa04120 "," UBE2E3  RHOBTB2  FBXW11  MGRN1  NEDD4L  ANAPC4  UBE2K  XIAP  MDM2  TRIM37  PRKN  UBR5  ANAPC5  ANAPC7  PML  DET1  UBE2W  FBXW7  UBE2O  SKP1  UBE2D2  CUL3  CBLB  CDC16  HERC1  KLHL13  UBA3  PIAS2  UBE3C  CUL7"
0.0410188487853797,25,112,1.76116071428571,"Path:hsa04726 Serotonergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04726 "," GNB5  TPH2  ALOX15  GABRB2  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  PLA2G4D  HTR1B  HTR2C  HTR4  HTR5A  ARAF  KCND2  MAOB  NRAS  PLA2G4A  PRKCA  RAF1  BRAF  CACNA1D  CACNA1F  CASP3"
0.0479705991754594,11,36,2.41083333333333,"Path:hsa00512 Mucin type O-glycan biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00512 "," GALNT5  GALNT13  GCNT1  GALNTL6  GALNT7  GALNT10  C1GALT1  GALNT16  GALNT11  ST3GAL1  GALNT4"
0.0549833424692065,13,47,2.18234042553191,"Path:hsa00514 Other types of O-glycan biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00514 "," GALNT5  GALNT13  POMT2  GALNTL6  GALNT7  GALNT10  C1GALT1  POGLUT1  GALNT16  GALNT11  ST6GAL1  GXYLT2  GALNT4"
0.0559420403740919,10,32,2.465625,"Path:hsa04215 Apoptosis-multiple species","http://www.genome.jp/kegg-bin/show_pathway?hsa04215 "," APAF1  XIAP  SEPTIN4  MAPK9  MAPK10  DIABLO  BCL2  TNFRSF1A  CASP3  CASP8"
0.0561781307361656,22,98,1.77122448979592,"Path:hsa05231 Choline metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05231 "," LYPLA1  DGKB  DGKG  DGKH  EGFR  EIF4EBP1  AKT1  PLA2G4D  HIF1A  NRAS  PDGFA  PLA2G4A  PLD2  PRKCA  MAPK9  MAPK10  PDGFC  CHPT1  RAF1  RHEB  WASF1  DGKI"
0.0611509937057461,27,129,1.65139534883721,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," GNB5  ADCY1  ADCY2  ADCY9  COL1A1  COL1A2  COL4A1  COL4A4  CREB1  EGFR  AKT1  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  SMAD2  MMP2  NRAS  PRKCA  MAPK9  MAPK10  MAPK13  RAF1  RXFP1  CREB3L2  VEGFA"
0.0655702937512129,21,95,1.74410526315789,"Path:hsa01522 Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01522 "," ADCY1  ADCY2  ADCY9  HBEGF  EGFR  AKT1  ESR1  ESR2  IGF1  IGF1R  ARAF  JAG2  MDM2  MMP2  NRAS  MAPK9  MAPK10  MAPK13  RAF1  BCL2  BRAF"
0.0655702937512129,19,84,1.78464285714286,"Path:hsa04012 ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04012 "," HBEGF  EGFR  EIF4EBP1  ELK1  ERBB4  AKT1  GAB1  GSK3B  NRG1  ARAF  NRAS  PAK3  PRKCA  MAPK9  MAPK10  RAF1  BRAF  CAMK2B  CBLB"
0.0655702937512129,17,72,1.86291666666667,"Path:hsa04137 Mitophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04137 "," CITED2  CSNK2A2  FOXO3  ATG9B  HIF1A  NRAS  PRKN  FIS1  MAPK9  MAPK10  TFE3  TFEB  ULK1  USP30  TAX1BP1  RHOT2  USP8"
0.0655702937512129,30,149,1.58859060402685,"Path:hsa04261 Adrenergic signaling in cardiomyocytes","http://www.genome.jp/kegg-bin/show_pathway?hsa04261 "," ADCY1  ADCY2  RAPGEF4  ADCY9  CREB1  ADRA1A  AKT1  ATP1B4  CACNG5  CACNG4  GNAI1  GNAI2  GNAI3  ATP1B2  ATP2A3  ATP2B2  PPP2R2A  PPP2R2B  PPP2R5E  PRKCA  CACNA2D3  MAPK13  BCL2  CREB3L2  TPM1  CACNA1D  CACNA1F  CAMK2B  CALML4  RPS6KA5"
0.0655702937512129,25,119,1.65756302521008,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," SH2B3  PRDM4  AKT1  FOXO3  GAB1  GSK3B  IRAK2  ARHGDIA  MAP3K3  NRAS  NTRK2  NTRK3  PRKCD  MAPK9  MAPK10  MAPK13  PSEN1  RAF1  RAP1B  BCL2  BRAF  CAMK4  CAMK2B  CALML4  RPS6KA5"
0.0655702937512129,27,132,1.61386363636364,"Path:hsa04728 Dopaminergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04728 "," GNB5  CREB1  DRD1  AKT1  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  GRIA2  GRIA3  GRIN2B  GSK3B  MAOB  PPP2R2A  PPP2R2B  PPP2R5E  PPP3CA  PRKCA  MAPK9  MAPK10  MAPK13  SCN1A  CREB3L2  CACNA1D  CAMK2B  CALML4"
0.0655702937512129,22,102,1.70176470588235,"Path:hsa04914 Progesterone-mediated oocyte maturation","http://www.genome.jp/kegg-bin/show_pathway?hsa04914 "," ADCY1  ADCY2  ADCY9  AKT1  GNAI1  GNAI2  GNAI3  ANAPC4  IGF1  IGF1R  ARAF  ANAPC5  ANAPC7  MAPK9  MAPK10  MAPK13  RAF1  BRAF  BUB1  CPEB4  CDC16  CDC25A"
0.0655702937512129,25,120,1.64375,"Path:hsa04935 Growth hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04935 "," ADCY1  ADCY2  ADCY9  CREB1  CREBBP  AKT1  GNAI1  GNAI2  GNAI3  GSK3B  IGF1  IGFALS  NRAS  GHRL  PRKCA  MAPK9  MAPK10  MAPK13  MAP2K6  RAF1  CREB3L2  SSTR1  CACNA1D  CACNA1F  SOCS2"
0.0655702937512129,20,89,1.77303370786517,"Path:hsa04976 Bile secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04976 "," ADCY1  ADCY2  CFTR  SLC22A7  ADCY9  ATP1B4  AQP9  ATP1B2  ABCB4  UGT1A10  UGT1A8  UGT1A7  UGT1A6  UGT1A9  UGT1A4  UGT1A1  NCEH1  SLC4A2  ABCC3  SCARB1"
0.0655702937512129,37,193,1.51259067357513,"Path:hsa05202 Transcriptional misregulation in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05202 "," CSF1R  CSF2  ETV5  ETV6  EYA1  FOXO1  FLT1  SIN3A  NUPR1  GRIA3  HDAC2  HOXA9  HOXA10  IGF1  IGF1R  IL3  SMAD1  MAX  MDM2  MET  AFF1  MPO  PAX3  PDGFA  SIX4  CDK14  PML  BCL6  TFE3  TSPAN7  KDM6A  NSD2  ASPSCR1  SUPT3H  RUNX2  RUNX1T1  BAIAP3"
0.0655702937512129,38,202,1.48425742574257,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," COL1A1  COL1A2  DCN  HBEGF  EGFR  ELK1  ERBB4  AKT1  ESR1  FN1  GAB1  HIF1A  HOXD10  IGF1  IGF1R  IL12B  ARAF  ITGB5  SMAD2  MDM2  MET  MMP2  NRAS  PRKCA  MAPK13  PXN  RAF1  ACTB  SHH  SMO  BRAF  TWIST1  VEGFA  EZR  WNT7A  CAMK2B  CASP3  IQGAP1"
0.0726121817747954,40,217,1.45437788018433,"Path:hsa04810 Regulation of actin cytoskeleton","http://www.genome.jp/kegg-bin/show_pathway?hsa04810 "," ARPC4  ARPC1B  ACTR3  ARPC2  ABI2  BAIAP2  GNA13  NCKAP1  CHRM5  DIAPH1  DIAPH2  EGFR  FGF6  FGFR4  FN1  FGF20  GNA12  ITGA3  ARAF  ITGB5  ITGB6  MYLK  NRAS  PAK3  PDGFA  PFN2  SSH1  PDGFC  PXN  RAF1  ACTB  BRAF  EZR  FGF23  FGF18  FGF17  FGF16  IQGAP1  WASF1  ARHGEF6"
0.0752682240933305,9,30,2.367,"Path:hsa00053 Ascorbate and aldarate metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00053 "," ALDH2  UGT1A10  UGT1A8  UGT1A7  UGT1A6  UGT1A9  UGT1A4  UGT1A1  RGN"
0.0759301161358393,28,141,1.5668085106383,"Path:hsa04140 Autophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04140 "," ATG7  CAMKK2  ATG4A  AKT1  WIPI2  ATG9B  PIK3R4  HIF1A  HMGB1  IGBP1  IGF1R  LAMP2  EIF2AK4  NRAS  WIPI1  ATG2B  PRKCD  MAPK9  MAPK10  RPTOR  RRAGD  RAF1  BCL2  RHEB  ULK1  CFLAR  MTMR4  RUBCN"
0.0792351387704868,29,148,1.54601351351351,"Path:hsa04723 Retrograde endocannabinoid signaling","http://www.genome.jp/kegg-bin/show_pathway?hsa04723 "," GNB5  ADCY1  ADCY2  MGLL  ADCY9  GABRA1  GABRB2  GABRE  GABRG2  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  GRIA2  GRIA3  NDUFA9  NDUFB1  NDUFB2  NDUFB4  NDUFB5  NDUFB9  PRKCA  GABRQ  MAPK9  MAPK10  MAPK13  CACNA1D  CACNA1F"
0.0798819173525729,11,41,2.11682926829268,"Path:hsa05219 Bladder cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05219 "," RASSF1  HBEGF  EGFR  ARAF  MDM2  MMP2  NRAS  RAF1  BRAF  VEGFA  RPS6KA5"
0.0871240869341334,26,131,1.56595419847328,"Path:hsa04068 FoxO signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04068 "," PLK4  CREBBP  EGFR  AKT1  FOXG1  FOXO1  FOXO3  IGF1  IGF1R  ARAF  SMAD3  MDM2  NRAS  PRKAG2  MAPK9  MAPK10  MAPK13  RAF1  RBL2  BCL6  SGK1  SOD2  BRAF  USP7  SETD7  TNFSF10"
0.0871240869341334,19,88,1.70352272727273,"Path:hsa04540 Gap junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04540 "," ADCY1  MAP3K2  ADCY2  ADCY9  DRD1  EGFR  GJA1  GNAI1  GNAI2  GNAI3  GUCY1A1  HTR2C  NRAS  PDGFA  PRKCA  PDGFC  GJD2  RAF1  TUBA4A"
0.0871240869341334,17,76,1.76486842105263,"Path:hsa04971 Gastric acid secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04971 "," ADCY2  CFTR  ADCY9  ATP1B4  GNAI1  GNAI2  GNAI3  HRH2  MYLK  ATP1B2  KCNK10  PRKCA  ACTB  SLC4A2  EZR  CAMK2B  CALML4"
0.0871240869341334,16,70,1.80342857142857,"Path:hsa05120 Epithelial cell signaling in Helicobacter pylori infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05120 "," HBEGF  EGFR  ATP6V0A2  CXCR2  MET  ATP6V1H  ATP6V1A  ATP6V0C  ATP6AP1  MAPK9  MAPK10  MAPK13  PTPRZ1  CASP3  IKBKG  ATP6V0D1"
0.0905224348565461,23,113,1.60592920353982,"Path:hsa04725 Cholinergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04725 "," GNB5  ADCY1  ADCY2  CHRM5  CHRNB4  ADCY9  CREB1  AKT1  GNAI1  GNAI2  GNAI3  GNAO1  GNB3  KCNQ3  NRAS  PRKCA  KCNQ5  BCL2  CREB3L2  CACNA1D  CACNA1F  CAMK4  CAMK2B"
0.0909742036569575,16,71,1.77802816901408,"Path:hsa04520 Adherens junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04520 "," BAIAP2  CREBBP  CSNK2A2  CTNNA1  EGFR  NECTIN3  IGF1R  LMO7  SMAD3  MET  AFDN  PTPRB  ACTB  TCF7  IQGAP1  WASF1"
0.0909742036569575,21,101,1.64049504950495,"Path:hsa05142 Chagas disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05142 "," TLR6  ADCY1  ACE  AKT1  GNAI1  GNAI2  GNAI3  GNAO1  IL12A  IL12B  SMAD2  SERPINE1  PPP2R2A  PPP2R2B  MAPK9  MAPK10  MAPK13  TNFRSF1A  CASP8  IKBKG  CFLAR"
0.0909742036569575,17,77,1.74194805194805,"Path:hsa05412 Arrhythmogenic right ventricular cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05412 "," CTNNA1  DAG1  DES  DSC2  DSP  GJA1  CACNG5  CACNG4  ITGA3  ITGB5  ITGB6  ATP2A3  CACNA2D3  ACTB  TCF7  CACNA1D  CACNA1F"
0.0918416870900304,9,32,2.2190625,"Path:hsa00640 Propanoate metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00640 "," ABAT  MLYCD  ACACB  PCCB  ACOX1  ECHDC1  BCKDHB  ACSS3  SUCLA2"
0.0986861392261032,31,166,1.47343373493976,"Path:hsa04022 cGMP-PKG signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04022 "," GNA13  ADCY1  ADCY2  ADCY9  CREB1  ADRA1A  EDNRA  AKT1  ATP1B4  KCNMB3  GNA12  GNAI1  GNAI2  GNAI3  GUCY1A1  MEF2A  MYLK  ATP1B2  NPPC  ATP2A3  ATP2B2  PDE3A  PPP3CA  RAF1  CREB3L2  SRF  VDAC1  CACNA1D  CACNA1F  PDE5A  CALML4"
